baro,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp
968.58,0.00,0.02,-0.34,0.00,-0.00,0.00,16.88,-7.00,-61.19,25.78
968.58,0.00,0.01,-0.35,0.00,0.00,0.00,16.88,-7.00,-61.19,25.78
968.58,0.02,0.00,-0.40,0.00,0.00,0.00,16.88,-7.00,-61.19,25.78
968.58,0.01,0.02,-0.37,0.00,0.00,0.00,16.88,-7.00,-61.19,25.78
968.58,0.02,0.05,-0.36,0.00,0.00,0.00,16.88,-7.00,-61.19,25.78
968.58,0.02,0.00,-0.36,0.00,-0.00,0.00,16.19,-7.38,-61.88,25.78
968.58,0.03,0.03,-0.38,0.00,0.00,0.00,16.19,-7.38,-61.88,25.78
968.58,0.02,0.00,-0.36,-0.00,0.00,0.00,16.19,-7.38,-61.88,25.78
968.58,0.01,0.03,-0.37,0.00,0.00,0.00,16.19,-7.38,-61.88,25.78
968.58,0.00,0.01,-0.33,-0.00,0.00,0.00,16.19,-7.38,-61.88,25.78
968.58,0.03,0.01,-0.35,0.00,0.00,-0.00,16.19,-6.56,-60.75,25.78
968.58,0.02,0.02,-0.33,0.00,0.00,0.00,16.19,-6.56,-60.75,25.78
968.58,0.00,0.01,-0.38,0.00,-0.00,0.00,16.19,-6.56,-60.75,25.78
968.58,0.02,0.00,-0.36,0.00,-0.00,-0.00,16.19,-6.56,-60.75,25.78
968.58,0.00,0.00,-0.35,-0.00,0.00,0.00,16.19,-6.56,-60.75,25.78
968.58,0.01,0.03,-0.37,-0.00,0.00,0.00,16.56,-7.38,-62.25,25.78
968.58,0.01,0.02,-0.39,0.00,0.00,0.00,16.56,-7.38,-62.25,25.78
968.58,0.00,0.00,-0.34,0.00,0.00,0.00,16.56,-7.38,-62.25,25.78
968.58,0.02,0.01,-0.36,0.00,0.00,0.00,16.56,-7.38,-62.25,25.78
968.58,0.02,0.01,-0.35,0.00,-0.00,0.00,16.56,-7.38,-62.25,25.78
968.58,0.02,0.01,-0.35,0.00,-0.00,0.00,16.56,-7.38,-62.25,25.78
968.58,0.01,0.01,-0.34,0.00,-0.00,-0.00,16.56,-7.75,-61.19,25.78
968.58,0.01,0.01,-0.36,-0.00,0.00,0.00,16.56,-7.75,-61.19,25.78
968.58,0.03,0.02,-0.37,-0.00,0.00,-0.00,16.56,-7.75,-61.19,25.78
968.58,0.00,0.02,-0.35,0.00,-0.00,0.00,16.56,-7.75,-61.19,25.78
968.58,-0.01,0.00,-0.35,-0.00,-0.00,0.00,16.56,-7.75,-61.19,25.78
968.58,0.01,0.03,-0.33,0.00,0.00,0.00,16.88,-7.75,-61.56,25.78
968.58,0.00,0.01,-0.34,0.00,0.00,-0.00,16.88,-7.75,-61.56,25.78
968.58,0.02,0.03,-0.36,0.00,-0.00,0.00,16.88,-7.75,-61.56,25.78
968.58,0.00,0.02,-0.34,0.00,0.00,0.00,16.88,-7.75,-61.56,25.78
968.58,0.02,0.02,-0.38,0.00,0.00,0.00,16.88,-7.75,-61.56,25.78
968.58,0.00,0.01,-0.35,0.00,0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.03,0.01,-0.34,0.00,-0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.02,0.02,-0.36,-0.00,-0.00,-0.00,16.56,-7.38,-61.56,25.78
968.58,0.00,0.02,-0.38,0.00,0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.00,0.00,-0.34,0.00,0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.02,0.00,-0.35,-0.00,0.00,0.00,16.88,-7.38,-61.06,25.78
968.58,0.00,0.01,-0.36,0.00,0.00,0.00,16.88,-7.38,-61.06,25.78
968.58,0.01,0.02,-0.38,0.00,0.00,0.00,16.88,-7.38,-61.06,25.78
968.58,0.02,0.02,-0.34,-0.00,0.00,-0.00,16.88,-7.38,-61.06,25.78
968.58,0.02,0.03,-0.32,-0.00,0.00,-0.00,16.88,-7.38,-61.06,25.78
968.58,0.01,0.02,-0.35,0.00,-0.00,0.00,15.75,-7.75,-61.56,25.78
968.58,0.01,0.02,-0.36,-0.00,0.00,0.00,15.75,-7.75,-61.56,25.78
968.58,0.02,0.02,-0.36,0.00,-0.00,0.00,15.75,-7.75,-61.56,25.78
968.58,0.02,0.01,-0.34,0.00,-0.00,0.00,15.75,-7.75,-61.56,25.78
968.58,0.00,0.02,-0.38,0.00,0.00,0.00,15.75,-7.75,-61.56,25.78
968.58,0.00,0.01,-0.35,-0.00,0.00,-0.00,17.25,-7.38,-61.88,25.78
968.58,0.01,0.03,-0.33,0.00,-0.00,-0.00,17.25,-7.38,-61.88,25.78
968.58,0.00,0.01,-0.35,-0.00,0.00,0.00,17.25,-7.38,-61.88,25.78
968.58,0.00,0.03,-0.36,0.00,0.00,-0.00,17.25,-7.38,-61.88,25.78
968.58,0.01,0.02,-0.32,0.00,0.00,-0.00,17.25,-7.38,-61.88,25.78
968.58,0.00,0.01,-0.37,0.00,0.00,-0.00,16.19,-6.56,-61.88,25.78
968.58,0.00,0.02,-0.37,0.00,-0.00,-0.00,16.19,-6.56,-61.88,25.78
968.58,0.00,0.02,-0.37,0.00,-0.00,0.00,16.19,-6.56,-61.88,25.78
968.58,-0.01,0.01,-0.35,0.00,-0.00,0.00,16.19,-6.56,-61.88,25.78
968.58,0.01,0.00,-0.37,0.00,0.00,0.00,16.19,-6.56,-61.88,25.78
968.58,0.00,0.00,-0.37,-0.00,0.00,0.00,16.19,-6.56,-61.88,25.78
968.58,0.00,0.02,-0.36,0.00,0.00,-0.00,16.56,-7.38,-61.19,25.78
968.58,0.01,0.01,-0.40,0.00,0.00,-0.00,16.56,-7.38,-61.19,25.78
968.58,-0.01,0.01,-0.38,0.00,0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.03,0.03,-0.37,0.00,0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.00,0.00,-0.39,0.00,0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.02,0.00,-0.35,0.00,0.00,0.00,16.88,-8.06,-60.75,25.78
968.58,0.02,0.02,-0.36,0.00,0.00,0.00,16.88,-8.06,-60.75,25.78
968.58,0.02,0.00,-0.39,-0.00,0.00,0.00,16.88,-8.06,-60.75,25.78
968.58,0.00,0.04,-0.39,0.00,-0.00,0.00,16.88,-8.06,-60.75,25.78
968.58,0.01,0.01,-0.34,0.00,-0.00,0.00,16.88,-8.06,-60.75,25.78
968.58,0.00,0.02,-0.34,0.00,0.00,0.00,16.19,-8.06,-62.69,25.78
968.58,0.00,0.00,-0.34,0.00,0.01,0.00,16.19,-8.06,-62.69,25.78
968.58,0.01,0.02,-0.37,-0.00,0.00,0.00,16.19,-8.06,-62.69,25.78
968.58,0.02,0.00,-0.33,-0.00,0.00,0.00,16.19,-8.06,-62.69,25.78
968.58,0.02,0.02,-0.39,0.00,0.00,0.00,16.19,-8.06,-62.69,25.78
968.58,0.03,0.02,-0.32,0.00,-0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.03,0.00,-0.37,0.00,0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.02,0.02,-0.37,-0.00,0.00,-0.00,16.56,-7.38,-61.56,25.78
968.58,0.00,0.02,-0.35,-0.00,0.00,0.00,16.56,-7.38,-61.56,25.78
968.58,0.00,0.02,-0.34,-0.00,-0.00,-0.00,16.56,-7.38,-61.56,25.78
968.58,0.00,0.01,-0.35,0.00,-0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.00,0.02,-0.36,-0.00,0.00,-0.00,16.56,-7.38,-61.19,25.78
968.58,0.00,0.01,-0.39,0.00,-0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.01,0.01,-0.37,0.00,0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.03,0.00,-0.35,-0.00,-0.00,0.00,16.56,-7.38,-61.19,25.78
968.58,0.03,0.01,-0.39,0.00,0.00,-0.00,15.38,-7.00,-61.56,25.78
968.58,0.03,0.03,-0.35,0.00,-0.00,0.00,15.38,-7.00,-61.56,25.78
968.58,0.00,0.01,-0.37,0.00,-0.00,0.00,15.38,-7.00,-61.56,25.78
968.58,-0.01,0.01,-0.33,0.00,-0.00,0.00,15.38,-7.00,-61.56,25.78
968.58,0.01,0.06,-0.35,0.00,0.00,0.00,15.38,-7.00,-61.56,25.78
968.58,0.02,0.02,-0.33,-0.00,0.00,0.00,16.19,-6.56,-60.38,25.78
968.58,0.04,0.02,-0.37,-0.00,0.00,0.00,16.19,-6.56,-60.38,25.78
968.58,0.03,0.01,-0.37,-0.00,0.00,0.00,16.19,-6.56,-60.38,25.78
968.58,0.03,0.01,-0.37,0.00,-0.00,-0.00,16.19,-6.56,-60.38,25.78
968.58,0.01,0.00,-0.36,-0.00,-0.01,0.00,16.19,-6.56,-60.38,25.78
968.58,0.00,0.01,-0.38,0.00,-0.00,0.00,16.19,-6.56,-60.38,25.78
968.58,-0.01,0.02,-0.31,0.00,-0.00,0.00,16.19,-7.38,-61.56,25.78
968.58,0.00,0.00,-0.35,0.00,-0.00,0.00,16.19,-7.38,-61.56,25.78
968.58,0.00,0.02,-0.38,0.00,0.00,-0.00,16.19,-7.38,-61.56,25.78
968.58,0.00,0.04,-0.36,0.00,-0.00,0.00,16.19,-7.38,-61.56,25.78
968.58,0.02,0.02,-0.35,0.00,0.00,0.00,16.19,-7.38,-61.56,25.78
968.58,0.03,0.00,-0.34,0.00,0.00,-0.00,16.88,-7.75,-61.56,25.78
968.58,0.04,0.03,-0.34,0.00,-0.00,0.00,16.88,-7.75,-61.56,25.78
968.58,0.00,-0.01,-0.35,0.00,-0.01,-0.00,16.88,-7.75,-61.56,25.78
968.58,0.00,0.03,-0.39,-0.00,0.00,0.00,16.88,-7.75,-61.56,25.78
968.58,0.00,0.04,-0.32,0.00,-0.00,0.00,16.88,-7.75,-61.56,25.78
